KPI Name,Value,Date,Notes,Chart Type,Category
Regional Sales 42,56666,2024-11-18,,bar,East
Regional Sales 42,26808,2024-11-18,,bar,West
Regional Sales 42,15678,2024-11-18,,bar,Central
Regional Sales 43,33641,2024-11-18,,bar,North
Regional Sales 43,54722,2024-11-18,,bar,South
Regional Sales 43,38517,2024-11-18,,bar,East
Regional Sales 43,38554,2024-11-18,,bar,West
Regional Sales 43,36339,2024-11-18,,bar,Central
Regional Sales 44,28205,2024-11-18,,bar,North
Regional Sales 44,37561,2024-11-18,,bar,South
Regional Sales 44,23142,2024-11-18,,bar,East
Regional Sales 44,48295,2024-11-18,,bar,West
Regional Sales 44,32733,2024-11-18,,bar,Central
Regional Sales 45,25552,2024-11-18,,bar,North
Regional Sales 45,30346,2024-11-18,,bar,South
Regional Sales 45,23933,2024-11-18,,bar,East
Regional Sales 45,24879,2024-11-18,,bar,West
Regional Sales 45,20027,2024-11-18,,bar,Central
Regional Sales 46,57927,2024-11-18,,bar,North
Regional Sales 46,53141,2024-11-18,,bar,South
Regional Sales 46,40961,2024-11-18,,bar,East
Regional Sales 46,13122,2024-11-18,,bar,West
Regional Sales 46,59276,2024-11-18,,bar,Central
Regional Sales 47,12467,2024-11-18,,bar,North
Regional Sales 47,32611,2024-11-18,,bar,South
Regional Sales 47,33797,2024-11-18,,bar,East
Regional Sales 47,53056,2024-11-18,,bar,West
Regional Sales 47,33237,2024-11-18,,bar,Central
Regional Sales 48,18212,2024-11-18,,bar,North
Regional Sales 48,56142,2024-11-18,,bar,South
Regional Sales 48,18694,2024-11-18,,bar,East
Regional Sales 48,27354,2024-11-18,,bar,West
Regional Sales 48,18831,2024-11-18,,bar,Central
Regional Sales 49,58099,2024-11-18,,bar,North
Regional Sales 49,33996,2024-11-18,,bar,South
Regional Sales 49,45967,2024-11-18,,bar,East
Regional Sales 49,29794,2024-11-18,,bar,West
Regional Sales 49,29848,2024-11-18,,bar,Central
Regional Sales 50,15189,2024-11-18,,bar,North
Regional Sales 50,35587,2024-11-18,,bar,South
Regional Sales 50,41780,2024-11-18,,bar,East
Regional Sales 50,59941,2024-11-18,,bar,West
Regional Sales 50,50194,2024-11-18,,bar,Central
Traffic Sources 1,39,2024-11-18,,pie,Organic
Traffic Sources 1,7,2024-11-18,,pie,Direct
Traffic Sources 1,29,2024-11-18,,pie,Social
Traffic Sources 1,25,2024-11-18,,pie,Referral
Traffic Sources 2,12,2024-11-18,,pie,Organic
Traffic Sources 2,56,2024-11-18,,pie,Direct
Traffic Sources 2,4,2024-11-18,,pie,Social
Traffic Sources 2,28,2024-11-18,,pie,Referral
Traffic Sources 3,6,2024-11-18,,pie,Organic
Traffic Sources 3,51,2024-11-18,,pie,Direct
Traffic Sources 3,23,2024-11-18,,pie,Social
Traffic Sources 3,20,2024-11-18,,pie,Referral
Traffic Sources 4,60,2024-11-18,,pie,Organic
Traffic Sources 4,8,2024-11-18,,pie,Direct
Traffic Sources 4,6,2024-11-18,,pie,Social
Traffic Sources 4,26,2024-11-18,,pie,Referral
Traffic Sources 5,71,2024-11-18,,pie,Organic
Traffic Sources 5,7,2024-11-18,,pie,Direct
Traffic Sources 5,2,2024-11-18,,pie,Social
Traffic Sources 5,20,2024-11-18,,pie,Referral
Traffic Sources 6,23,2024-11-18,,pie,Organic
Traffic Sources 6,47,2024-11-18,,pie,Direct
Traffic Sources 6,2,2024-11-18,,pie,Social
Traffic Sources 6,28,2024-11-18,,pie,Referral
Traffic Sources 7,45,2024-11-18,,pie,Organic
Traffic Sources 7,28,2024-11-18,,pie,Direct
Traffic Sources 7,8,2024-11-18,,pie,Social
Traffic Sources 7,19,2024-11-18,,pie,Referral
Traffic Sources 8,30,2024-11-18,,pie,Organic
Traffic Sources 8,40,2024-11-18,,pie,Direct
Traffic Sources 8,12,2024-11-18,,pie,Social
Traffic Sources 8,18,2024-11-18,,pie,Referral
Traffic Sources 9,26,2024-11-18,,pie,Organic
Traffic Sources 9,25,2024-11-18,,pie,Direct
Traffic Sources 9,35,2024-11-18,,pie,Social
Traffic Sources 9,14,2024-11-18,,pie,Referral
Traffic Sources 10,77,2024-11-18,,pie,Organic
Traffic Sources 10,7,2024-11-18,,pie,Direct
Traffic Sources 10,2,2024-11-18,,pie,Social
Traffic Sources 10,14,2024-11-18,,pie,Referral
Traffic Sources 11,63,2024-11-18,,pie,Organic
Traffic Sources 11,18,2024-11-18,,pie,Direct
Traffic Sources 11,8,2024-11-18,,pie,Social
Traffic Sources 11,11,2024-11-18,,pie,Referral
Traffic Sources 12,73,2024-11-18,,pie,Organic
Traffic Sources 12,9,2024-11-18,,pie,Direct
Traffic Sources 12,,2024-11-18,,pie,Social
Traffic Sources 12,18,2024-11-18,,pie,Referral
Traffic Sources 13,18,2024-11-18,,pie,Organic
Traffic Sources 13,14,2024-11-18,,pie,Direct
Traffic Sources 13,2,2024-11-18,,pie,Social
Traffic Sources 13,66,2024-11-18,,pie,Referral
Traffic Sources 14,14,2024-11-18,,pie,Organic
Traffic Sources 14,69,2024-11-18,,pie,Direct
Traffic Sources 14,2,2024-11-18,,pie,Social
Traffic Sources 14,15,2024-11-18,,pie,Referral
Traffic Sources 15,17,2024-11-18,,pie,Organic
Traffic Sources 15,41,2024-11-18,,pie,Direct
Traffic Sources 15,24,2024-11-18,,pie,Social
Traffic Sources 15,18,2024-11-18,,pie,Referral
Traffic Sources 16,46,2024-11-18,,pie,Organic
Traffic Sources 16,28,2024-11-18,,pie,Direct
Traffic Sources 16,4,2024-11-18,,pie,Social
Traffic Sources 16,22,2024-11-18,,pie,Referral
Traffic Sources 17,23,2024-11-18,,pie,Organic
Traffic Sources 17,34,2024-11-18,,pie,Direct
Traffic Sources 17,32,2024-11-18,,pie,Social
Traffic Sources 17,11,2024-11-18,,pie,Referral
Traffic Sources 18,1,2024-11-18,,pie,Organic
Traffic Sources 18,37,2024-11-18,,pie,Direct
Traffic Sources 18,39,2024-11-18,,pie,Social
Traffic Sources 18,23,2024-11-18,,pie,Referral
Traffic Sources 19,64,2024-11-18,,pie,Organic
Traffic Sources 19,10,2024-11-18,,pie,Direct
Traffic Sources 19,7,2024-11-18,,pie,Social
Traffic Sources 19,19,2024-11-18,,pie,Referral
Traffic Sources 20,62,2024-11-18,,pie,Organic
Traffic Sources 20,8,2024-11-18,,pie,Direct
Traffic Sources 20,9,2024-11-18,,pie,Social
Traffic Sources 20,21,2024-11-18,,pie,Referral
Traffic Sources 21,23,2024-11-18,,pie,Organic
Traffic Sources 21,28,2024-11-18,,pie,Direct
Traffic Sources 21,17,2024-11-18,,pie,Social
Traffic Sources 21,32,2024-11-18,,pie,Referral
Traffic Sources 22,72,2024-11-18,,pie,Organic
Traffic Sources 22,6,2024-11-18,,pie,Direct
Traffic Sources 22,9,2024-11-18,,pie,Social
Traffic Sources 22,13,2024-11-18,,pie,Referral
Traffic Sources 23,44,2024-11-18,,pie,Organic
Traffic Sources 23,20,2024-11-18,,pie,Direct
Traffic Sources 23,22,2024-11-18,,pie,Social
Traffic Sources 23,14,2024-11-18,,pie,Referral
Traffic Sources 24,21,2024-11-18,,pie,Organic
Traffic Sources 24,34,2024-11-18,,pie,Direct
Traffic Sources 24,7,2024-11-18,,pie,Social
Traffic Sources 24,38,2024-11-18,,pie,Referral
Traffic Sources 25,2,2024-11-18,,pie,Organic
Traffic Sources 25,20,2024-11-18,,pie,Direct
Traffic Sources 25,57,2024-11-18,,pie,Social
Traffic Sources 25,21,2024-11-18,,pie,Referral
Traffic Sources 26,8,2024-11-18,,pie,Organic
Traffic Sources 26,73,2024-11-18,,pie,Direct
Traffic Sources 26,2,2024-11-18,,pie,Social
Traffic Sources 26,17,2024-11-18,,pie,Referral
Traffic Sources 27,55,2024-11-18,,pie,Organic
Traffic Sources 27,25,2024-11-18,,pie,Direct
Traffic Sources 27,3,2024-11-18,,pie,Social
Traffic Sources 27,17,2024-11-18,,pie,Referral
Traffic Sources 28,51,2024-11-18,,pie,Organic
Traffic Sources 28,8,2024-11-18,,pie,Direct
Traffic Sources 28,21,2024-11-18,,pie,Social
Traffic Sources 28,20,2024-11-18,,pie,Referral
Traffic Sources 29,75,2024-11-18,,pie,Organic
Traffic Sources 29,2,2024-11-18,,pie,Direct
Traffic Sources 29,2,2024-11-18,,pie,Social
Traffic Sources 29,21,2024-11-18,,pie,Referral
Traffic Sources 30,72,2024-11-18,,pie,Organic
Traffic Sources 30,7,2024-11-18,,pie,Direct
Traffic Sources 30,4,2024-11-18,,pie,Social
Traffic Sources 30,17,2024-11-18,,pie,Referral
Traffic Sources 31,27,2024-11-18,,pie,Organic
Traffic Sources 31,51,2024-11-18,,pie,Direct
Traffic Sources 31,7,2024-11-18,,pie,Social
Traffic Sources 31,15,2024-11-18,,pie,Referral
Traffic Sources 32,39,2024-11-18,,pie,Organic
Traffic Sources 32,27,2024-11-18,,pie,Direct
Traffic Sources 32,5,2024-11-18,,pie,Social
Traffic Sources 32,29,2024-11-18,,pie,Referral
Traffic Sources 33,49,2024-11-18,,pie,Organic
Traffic Sources 33,25,2024-11-18,,pie,Direct
Traffic Sources 33,12,2024-11-18,,pie,Social
Traffic Sources 33,14,2024-11-18,,pie,Referral
Traffic Sources 34,77,2024-11-18,,pie,Organic
Traffic Sources 34,5,2024-11-18,,pie,Direct
Traffic Sources 34,5,2024-11-18,,pie,Social
Traffic Sources 34,13,2024-11-18,,pie,Referral
Traffic Sources 35,72,2024-11-18,,pie,Organic
Traffic Sources 35,5,2024-11-18,,pie,Direct
Traffic Sources 35,4,2024-11-18,,pie,Social
Traffic Sources 35,19,2024-11-18,,pie,Referral
Traffic Sources 36,5,2024-11-18,,pie,Organic
Traffic Sources 36,70,2024-11-18,,pie,Direct
Traffic Sources 36,6,2024-11-18,,pie,Social
Traffic Sources 36,19,2024-11-18,,pie,Referral
Traffic Sources 37,22,2024-11-18,,pie,Organic
Traffic Sources 37,12,2024-11-18,,pie,Direct
Traffic Sources 37,10,2024-11-18,,pie,Social
Traffic Sources 37,56,2024-11-18,,pie,Referral
Traffic Sources 38,64,2024-11-18,,pie,Organic
Traffic Sources 38,2,2024-11-18,,pie,Direct
Traffic Sources 38,5,2024-11-18,,pie,Social
Traffic Sources 38,29,2024-11-18,,pie,Referral
Traffic Sources 39,14,2024-11-18,,pie,Organic
Traffic Sources 39,34,2024-11-18,,pie,Direct
Traffic Sources 39,32,2024-11-18,,pie,Social
Traffic Sources 39,20,2024-11-18,,pie,Referral
Traffic Sources 40,47,2024-11-18,,pie,Organic
Traffic Sources 40,17,2024-11-18,,pie,Direct
Traffic Sources 40,10,2024-11-18,,pie,Social
Traffic Sources 40,26,2024-11-18,,pie,Referral
Traffic Sources 41,59,2024-11-18,,pie,Organic
Traffic Sources 41,12,2024-11-18,,pie,Direct
Traffic Sources 41,6,2024-11-18,,pie,Social
Traffic Sources 41,23,2024-11-18,,pie,Referral
Traffic Sources 42,62,2024-11-18,,pie,Organic
Traffic Sources 42,6,2024-11-18,,pie,Direct
Traffic Sources 42,12,2024-11-18,,pie,Social
Traffic Sources 42,20,2024-11-18,,pie,Referral
Traffic Sources 43,56,2024-11-18,,pie,Organic
Traffic Sources 43,10,2024-11-18,,pie,Direct
Traffic Sources 43,18,2024-11-18,,pie,Social
Traffic Sources 43,16,2024-11-18,,pie,Referral
Traffic Sources 44,33,2024-11-18,,pie,Organic
Traffic Sources 44,38,2024-11-18,,pie,Direct
Traffic Sources 44,12,2024-11-18,,pie,Social
Traffic Sources 44,17,2024-11-18,,pie,Referral
Traffic Sources 45,13,2024-11-18,,pie,Organic
Traffic Sources 45,70,2024-11-18,,pie,Direct
Traffic Sources 45,4,2024-11-18,,pie,Social
Traffic Sources 45,13,2024-11-18,,pie,Referral
Traffic Sources 46,20,2024-11-18,,pie,Organic
Traffic Sources 46,20,2024-11-18,,pie,Direct
Traffic Sources 46,43,2024-11-18,,pie,Social
Traffic Sources 46,17,2024-11-18,,pie,Referral
Traffic Sources 47,22,2024-11-18,,pie,Organic
Traffic Sources 47,16,2024-11-18,,pie,Direct
Traffic Sources 47,1,2024-11-18,,pie,Social
Traffic Sources 47,61,2024-11-18,,pie,Referral
Traffic Sources 48,43,2024-11-18,,pie,Organic
Traffic Sources 48,10,2024-11-18,,pie,Direct
Traffic Sources 48,12,2024-11-18,,pie,Social
Traffic Sources 48,35,2024-11-18,,pie,Referral
Traffic Sources 49,38,2024-11-18,,pie,Organic
Traffic Sources 49,18,2024-11-18,,pie,Direct
Traffic Sources 49,32,2024-11-18,,pie,Social
Traffic Sources 49,12,2024-11-18,,pie,Referral
Traffic Sources 50,2,2024-11-18,,pie,Organic
Traffic Sources 50,25,2024-11-18,,pie,Direct
Traffic Sources 50,11,2024-11-18,,pie,Social
Traffic Sources 50,62,2024-11-18,,pie,Referral
Vendor Score 1,32,2024-11-18,,radar,Speed
Vendor Score 1,93,2024-11-18,,radar,Reliability
Vendor Score 1,81,2024-11-18,,radar,Cost
Vendor Score 1,9,2024-11-18,,radar,Features
Vendor Score 1,24,2024-11-18,,radar,Support
Vendor Score 2,85,2024-11-18,,radar,Speed
Vendor Score 2,50,2024-11-18,,radar,Reliability
Vendor Score 2,71,2024-11-18,,radar,Cost
Vendor Score 2,89,2024-11-18,,radar,Features
Vendor Score 2,36,2024-11-18,,radar,Support
Vendor Score 3,97,2024-11-18,,radar,Speed
Vendor Score 3,45,2024-11-18,,radar,Reliability
Vendor Score 3,23,2024-11-18,,radar,Cost
Vendor Score 3,51,2024-11-18,,radar,Features
Vendor Score 3,93,2024-11-18,,radar,Support
Vendor Score 4,29,2024-11-18,,radar,Speed
Vendor Score 4,34,2024-11-18,,radar,Reliability
Vendor Score 4,75,2024-11-18,,radar,Cost
Vendor Score 4,99,2024-11-18,,radar,Features
Vendor Score 4,5,2024-11-18,,radar,Support
Vendor Score 5,86,2024-11-18,,radar,Speed
Vendor Score 5,76,2024-11-18,,radar,Reliability
Vendor Score 5,29,2024-11-18,,radar,Cost
Vendor Score 5,2,2024-11-18,,radar,Features
Vendor Score 5,41,2024-11-18,,radar,Support
Vendor Score 6,20,2024-11-18,,radar,Speed
Vendor Score 6,51,2024-11-18,,radar,Reliability
Vendor Score 6,73,2024-11-18,,radar,Cost
Vendor Score 6,41,2024-11-18,,radar,Features
Vendor Score 6,11,2024-11-18,,radar,Support
Vendor Score 7,88,2024-11-18,,radar,Speed
Vendor Score 7,80,2024-11-18,,radar,Reliability
Vendor Score 7,33,2024-11-18,,radar,Cost
Vendor Score 7,19,2024-11-18,,radar,Features
Vendor Score 7,94,2024-11-18,,radar,Support
Vendor Score 8,11,2024-11-18,,radar,Speed
Vendor Score 8,62,2024-11-18,,radar,Reliability
Vendor Score 8,84,2024-11-18,,radar,Cost
Vendor Score 8,99,2024-11-18,,radar,Features
Vendor Score 8,58,2024-11-18,,radar,Support
Vendor Score 9,55,2024-11-18,,radar,Speed
Vendor Score 9,31,2024-11-18,,radar,Reliability
Vendor Score 9,71,2024-11-18,,radar,Cost
Vendor Score 9,5,2024-11-18,,radar,Features
Vendor Score 9,20,2024-11-18,,radar,Support
Vendor Score 10,14,2024-11-18,,radar,Speed
Vendor Score 10,77,2024-11-18,,radar,Reliability
Vendor Score 10,9,2024-11-18,,radar,Cost
Vendor Score 10,65,2024-11-18,,radar,Features
Vendor Score 10,63,2024-11-18,,radar,Support
Vendor Score 11,55,2024-11-18,,radar,Speed
Vendor Score 11,75,2024-11-18,,radar,Reliability
Vendor Score 11,4,2024-11-18,,radar,Cost
Vendor Score 11,68,2024-11-18,,radar,Features
Vendor Score 11,5,2024-11-18,,radar,Support
Vendor Score 12,77,2024-11-18,,radar,Speed
Vendor Score 12,5,2024-11-18,,radar,Reliability
Vendor Score 12,76,2024-11-18,,radar,Cost
Vendor Score 12,99,2024-11-18,,radar,Features
Vendor Score 12,15,2024-11-18,,radar,Support
Vendor Score 13,98,2024-11-18,,radar,Speed
Vendor Score 13,35,2024-11-18,,radar,Reliability
Vendor Score 13,26,2024-11-18,,radar,Cost
Vendor Score 13,2,2024-11-18,,radar,Features
Vendor Score 13,73,2024-11-18,,radar,Support
Vendor Score 14,25,2024-11-18,,radar,Speed
Vendor Score 14,65,2024-11-18,,radar,Reliability
Vendor Score 14,12,2024-11-18,,radar,Cost
Vendor Score 14,51,2024-11-18,,radar,Features
Vendor Score 14,72,2024-11-18,,radar,Support
Vendor Score 15,68,2024-11-18,,radar,Speed
Vendor Score 15,81,2024-11-18,,radar,Reliability
Vendor Score 15,91,2024-11-18,,radar,Cost
Vendor Score 15,45,2024-11-18,,radar,Features
Vendor Score 15,14,2024-11-18,,radar,Support
Vendor Score 16,19,2024-11-18,,radar,Speed
Vendor Score 16,58,2024-11-18,,radar,Reliability
Vendor Score 16,26,2024-11-18,,radar,Cost
Vendor Score 16,90,2024-11-18,,radar,Features
Vendor Score 16,22,2024-11-18,,radar,Support
Vendor Score 17,34,2024-11-18,,radar,Speed
Vendor Score 17,17,2024-11-18,,radar,Reliability
Vendor Score 17,78,2024-11-18,,radar,Cost
Vendor Score 17,52,2024-11-18,,radar,Features
Vendor Score 17,13,2024-11-18,,radar,Support
Vendor Score 18,72,2024-11-18,,radar,Speed
Vendor Score 18,45,2024-11-18,,radar,Reliability
Vendor Score 18,98,2024-11-18,,radar,Cost
Vendor Score 18,35,2024-11-18,,radar,Features
Vendor Score 18,1,2024-11-18,,radar,Support
Vendor Score 19,62,2024-11-18,,radar,Speed
Vendor Score 19,46,2024-11-18,,radar,Reliability
Vendor Score 19,45,2024-11-18,,radar,Cost
Vendor Score 19,82,2024-11-18,,radar,Features
Vendor Score 19,26,2024-11-18,,radar,Support
Vendor Score 20,38,2024-11-18,,radar,Speed
Vendor Score 20,80,2024-11-18,,radar,Reliability
Vendor Score 20,42,2024-11-18,,radar,Cost
Vendor Score 20,28,2024-11-18,,radar,Features
Vendor Score 20,30,2024-11-18,,radar,Support
Vendor Score 21,87,2024-11-18,,radar,Speed
Vendor Score 21,88,2024-11-18,,radar,Reliability
Vendor Score 21,94,2024-11-18,,radar,Cost
Vendor Score 21,,2024-11-18,,radar,Features
Vendor Score 21,50,2024-11-18,,radar,Support
Vendor Score 22,64,2024-11-18,,radar,Speed
Vendor Score 22,62,2024-11-18,,radar,Reliability
Vendor Score 22,83,2024-11-18,,radar,Cost
Vendor Score 22,92,2024-11-18,,radar,Features
Vendor Score 22,26,2024-11-18,,radar,Support
Vendor Score 23,49,2024-11-18,,radar,Speed
Vendor Score 23,98,2024-11-18,,radar,Reliability
Vendor Score 23,32,2024-11-18,,radar,Cost
Vendor Score 23,45,2024-11-18,,radar,Features
Vendor Score 23,93,2024-11-18,,radar,Support
Vendor Score 24,3,2024-11-18,,radar,Speed
Vendor Score 24,58,2024-11-18,,radar,Reliability
Vendor Score 24,13,2024-11-18,,radar,Cost
Vendor Score 24,68,2024-11-18,,radar,Features
Vendor Score 24,15,2024-11-18,,radar,Support
Vendor Score 25,42,2024-11-18,,radar,Speed
Vendor Score 25,75,2024-11-18,,radar,Reliability
Vendor Score 25,35,2024-11-18,,radar,Cost
Vendor Score 25,99,2024-11-18,,radar,Features
Vendor Score 25,65,2024-11-18,,radar,Support
Vendor Score 26,14,2024-11-18,,radar,Speed
Vendor Score 26,86,2024-11-18,,radar,Reliability
Vendor Score 26,9,2024-11-18,,radar,Cost
Vendor Score 26,62,2024-11-18,,radar,Features
Vendor Score 26,75,2024-11-18,,radar,Support
Vendor Score 27,69,2024-11-18,,radar,Speed
Vendor Score 27,99,2024-11-18,,radar,Reliability
Vendor Score 27,16,2024-11-18,,radar,Cost
Vendor Score 27,58,2024-11-18,,radar,Features
Vendor Score 27,53,2024-11-18,,radar,Support
Vendor Score 28,36,2024-11-18,,radar,Speed
Vendor Score 28,62,2024-11-18,,radar,Reliability
Vendor Score 28,98,2024-11-18,,radar,Cost
Vendor Score 28,27,2024-11-18,,radar,Features
Vendor Score 28,50,2024-11-18,,radar,Support
Vendor Score 29,85,2024-11-18,,radar,Speed
Vendor Score 29,79,2024-11-18,,radar,Reliability
Vendor Score 29,12,2024-11-18,,radar,Cost
Vendor Score 29,72,2024-11-18,,radar,Features
Vendor Score 29,79,2024-11-18,,radar,Support
Vendor Score 30,69,2024-11-18,,radar,Speed
Vendor Score 30,38,2024-11-18,,radar,Reliability
Vendor Score 30,77,2024-11-18,,radar,Cost
Vendor Score 30,44,2024-11-18,,radar,Features
Vendor Score 30,14,2024-11-18,,radar,Support
Vendor Score 31,9,2024-11-18,,radar,Speed
Vendor Score 31,21,2024-11-18,,radar,Reliability
Vendor Score 31,1,2024-11-18,,radar,Cost
Vendor Score 31,90,2024-11-18,,radar,Features
Vendor Score 31,43,2024-11-18,,radar,Support
Vendor Score 32,56,2024-11-18,,radar,Speed
Vendor Score 32,96,2024-11-18,,radar,Reliability
Vendor Score 32,71,2024-11-18,,radar,Cost
Vendor Score 32,79,2024-11-18,,radar,Features
Vendor Score 32,28,2024-11-18,,radar,Support
Vendor Score 33,44,2024-11-18,,radar,Speed
Vendor Score 33,24,2024-11-18,,radar,Reliability
Vendor Score 33,28,2024-11-18,,radar,Cost
Vendor Score 33,91,2024-11-18,,radar,Features
Vendor Score 33,91,2024-11-18,,radar,Support
Vendor Score 34,15,2024-11-18,,radar,Speed
Vendor Score 34,84,2024-11-18,,radar,Reliability
Vendor Score 34,18,2024-11-18,,radar,Cost
Vendor Score 34,8,2024-11-18,,radar,Features
Vendor Score 34,77,2024-11-18,,radar,Support
Vendor Score 35,25,2024-11-18,,radar,Speed
Vendor Score 35,41,2024-11-18,,radar,Reliability
Vendor Score 35,40,2024-11-18,,radar,Cost
Vendor Score 35,79,2024-11-18,,radar,Features
Vendor Score 35,86,2024-11-18,,radar,Support
Vendor Score 36,85,2024-11-18,,radar,Speed
Vendor Score 36,50,2024-11-18,,radar,Reliability
Vendor Score 36,19,2024-11-18,,radar,Cost
Vendor Score 36,4,2024-11-18,,radar,Features
Vendor Score 36,71,2024-11-18,,radar,Support
Vendor Score 37,38,2024-11-18,,radar,Speed
Vendor Score 37,23,2024-11-18,,radar,Reliability
Vendor Score 37,15,2024-11-18,,radar,Cost
Vendor Score 37,80,2024-11-18,,radar,Features
Vendor Score 37,28,2024-11-18,,radar,Support
Vendor Score 38,,2024-11-18,,radar,Speed
Vendor Score 38,61,2024-11-18,,radar,Reliability
Vendor Score 38,13,2024-11-18,,radar,Cost
Vendor Score 38,14,2024-11-18,,radar,Features
Vendor Score 38,91,2024-11-18,,radar,Support
Vendor Score 39,54,2024-11-18,,radar,Speed
Vendor Score 39,50,2024-11-18,,radar,Reliability
Vendor Score 39,99,2024-11-18,,radar,Cost
Vendor Score 39,80,2024-11-18,,radar,Features
Vendor Score 39,33,2024-11-18,,radar,Support
Vendor Score 40,62,2024-11-18,,radar,Speed
Vendor Score 40,79,2024-11-18,,radar,Reliability
Vendor Score 40,71,2024-11-18,,radar,Cost
Vendor Score 40,59,2024-11-18,,radar,Features
Vendor Score 40,30,2024-11-18,,radar,Support
Vendor Score 41,96,2024-11-18,,radar,Speed
Vendor Score 41,76,2024-11-18,,radar,Reliability
Vendor Score 41,4,2024-11-18,,radar,Cost
Vendor Score 41,12,2024-11-18,,radar,Features
Vendor Score 41,12,2024-11-18,,radar,Support
Vendor Score 42,14,2024-11-18,,radar,Speed
Vendor Score 42,52,2024-11-18,,radar,Reliability
Vendor Score 42,99,2024-11-18,,radar,Cost
Vendor Score 42,27,2024-11-18,,radar,Features
Vendor Score 42,67,2024-11-18,,radar,Support
Vendor Score 43,65,2024-11-18,,radar,Speed
Vendor Score 43,40,2024-11-18,,radar,Reliability
Vendor Score 43,42,2024-11-18,,radar,Cost
Vendor Score 43,83,2024-11-18,,radar,Features
Vendor Score 43,79,2024-11-18,,radar,Support
Vendor Score 44,45,2024-11-18,,radar,Speed
Vendor Score 44,95,2024-11-18,,radar,Reliability
Vendor Score 44,89,2024-11-18,,radar,Cost
Vendor Score 44,96,2024-11-18,,radar,Features
Vendor Score 44,85,2024-11-18,,radar,Support
Vendor Score 45,17,2024-11-18,,radar,Speed
Vendor Score 45,56,2024-11-18,,radar,Reliability
Vendor Score 45,23,2024-11-18,,radar,Cost
Vendor Score 45,13,2024-11-18,,radar,Features
Vendor Score 45,86,2024-11-18,,radar,Support
Vendor Score 46,79,2024-11-18,,radar,Speed
Vendor Score 46,64,2024-11-18,,radar,Reliability
Vendor Score 46,43,2024-11-18,,radar,Cost
Vendor Score 46,19,2024-11-18,,radar,Features
Vendor Score 46,30,2024-11-18,,radar,Support
Vendor Score 47,50,2024-11-18,,radar,Speed
Vendor Score 47,55,2024-11-18,,radar,Reliability
Vendor Score 47,50,2024-11-18,,radar,Cost
Vendor Score 47,18,2024-11-18,,radar,Features
Vendor Score 47,26,2024-11-18,,radar,Support
Vendor Score 48,82,2024-11-18,,radar,Speed
Vendor Score 48,97,2024-11-18,,radar,Reliability
Vendor Score 48,17,2024-11-18,,radar,Cost
Vendor Score 48,71,2024-11-18,,radar,Features
Vendor Score 48,69,2024-11-18,,radar,Support
Vendor Score 49,41,2024-11-18,,radar,Speed
Vendor Score 49,31,2024-11-18,,radar,Reliability
Vendor Score 49,6,2024-11-18,,radar,Cost
Vendor Score 49,20,2024-11-18,,radar,Features
Vendor Score 49,88,2024-11-18,,radar,Support
Vendor Score 50,78,2024-11-18,,radar,Speed
Vendor Score 50,38,2024-11-18,,radar,Reliability
Vendor Score 50,79,2024-11-18,,radar,Cost
Vendor Score 50,94,2024-11-18,,radar,Features
Vendor Score 50,51,2024-11-18,,radar,Support
